gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerType,NumInternetServices
Female,0,No,No,0.7178022746156777,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,1.177741843486013,1.2170118346965273,No,Both,1.0619199411178875
Female,0,No,No,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.5175015284081117,-0.9972824328770998,Yes,Phone only,-1.102955128074755
Male,1,Yes,No,-1.2773538915070082,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5163935931692054,-0.9702839551507992,Yes,Both,-0.5617363607765944
Male,0,Yes,No,0.02560523738943971,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.6717069067717928,-0.3604801028458147,No,Both,-1.102955128074755
Female,0,No,No,-1.0330490548389242,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.475959552885699,-0.9392709978933007,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,1.2878468935078735,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.8985797679754006,1.6237756645582153,No,Both,0.5207011738197268
Female,0,No,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.3369322589123836,-0.9726661737737081,Yes,Both,-0.5617363607765944
Male,0,No,No,1.0842595296178037,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),-1.4809445899483886,-0.4797233794703082,No,Phone only,-1.102955128074755
Female,0,Yes,No,-1.0737665276169381,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-0.47895214034779854,-0.8669441935922066,No,Both,-1.102955128074755
Female,0,No,No,-1.1959189459509803,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.5274716025334907,-0.9810039389538893,No,Phone only,-1.102955128074755
Female,0,Yes,No,-0.7073092726148122,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-1.4726361948439062,-0.8597754801436384,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-0.7887442181708402,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,-0.0003885823296062732,-0.6186640748934833,No,Both,-0.02051759347843376
Female,0,No,No,-0.38156949039070026,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.127891472859118,-0.013514371935107595,No,Both,0.5207011738197268
Male,1,Yes,No,-0.055829708166588284,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.8204808539932653,0.23289085247706726,No,Both,-0.02051759347843376
Male,0,No,No,-0.1372646537226163,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,-0.1997900648371864,-0.2574270898251647,No,Both,0.5207011738197268
Female,0,Yes,No,0.6770848018376636,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),-1.4643277997394235,-0.5504179228631128,No,Phone only,-1.102955128074755
Female,0,Yes,No,0.9621071112837616,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6925315693842344,1.1571696205858633,No,Both,-0.5617363607765944
Female,0,No,No,1.2471294207298596,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),0.5163935931692054,1.1979982008729402,No,Both,1.603138708416048
Male,0,Yes,No,1.2471294207298596,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.4997768029602404,1.2150707676704535,No,Both,1.0619199411178875
Male,1,Yes,Yes,-0.34085201761268624,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5014384819811368,-0.18615904935647465,No,Both,-0.5617363607765944
Male,1,Yes,No,0.1477576557234817,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),-0.35432621378056095,-0.1265594686240697,No,Both,-0.02051759347843376
Female,1,No,No,-0.9516141092828962,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5346720623990668,-0.6741168306156394,Yes,Both,-0.5617363607765944
Male,0,No,No,-1.1959189459509803,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.3297317990468072,-0.9761733289685464,Yes,Internet only,-1.102955128074755
Female,0,Yes,No,-0.46300443594672824,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,0.5363337414199637,-0.24915549738450893,No,Both,1.603138708416048
Male,0,Yes,Yes,-0.7887442181708402,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),-1.3380401941512896,-0.8541287397041507,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.4826062689692852,-0.996819223700423,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,-0.3001345448346723,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,-1.4859296270110782,-0.7762654828627777,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,1.5728692029539715,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),-1.5008847381991466,-0.39363264534796294,No,Phone only,-1.102955128074755
Male,0,No,No,1.3692818390639017,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1.6463353273788262,2.25162261717375,No,Both,2.1443574757142088
Female,0,No,No,0.5142149107256077,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,1.1810652015278058,0.9723932742515342,No,Both,1.0619199411178875
Female,0,Yes,No,-0.4222869631687143,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.5064235190438265,-0.2529052859576062,No,Both,-0.5617363607765944
Female,0,Yes,No,1.4099993118419156,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-1.4593427626767341,-0.4201237987379031,No,Phone only,-1.102955128074755
Female,0,Yes,No,1.4507167846199296,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.8370976442022303,1.629863556594538,No,Both,-0.02051759347843376
Female,0,Yes,Yes,-1.3180713642850221,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.4875913060319748,-1.0057084283766478,No,Phone only,-1.102955128074755
Female,1,No,No,0.6770848018376636,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.867007866578367,0.9864660101905701,Yes,Both,-0.02051759347843376
Female,1,No,No,-1.1552014731729663,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.5321258690164866,-0.9263673136858778,No,Both,-1.102955128074755
Male,0,Yes,No,1.2471294207298596,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),0.5064235190438265,1.2177838499909885,No,Both,1.603138708416048
Female,0,Yes,No,-1.2366364187289942,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.4964534449184476,-0.9329184148988771,Yes,Both,-0.02051759347843376
Male,0,No,No,-0.46300443594672824,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,-1.475959552885699,-0.8192336483945042,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,0.9213896385057476,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),-0.2396703613387025,0.33821579622141734,Yes,Both,0.5207011738197268
Male,0,No,Yes,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.479282910927492,-0.9967751085407396,No,Phone only,-1.102955128074755
Female,0,No,No,-0.6258743270587842,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,-1.5075314542827327,-0.8477540991298853,No,Phone only,-1.102955128074755
Male,0,No,No,-0.09654718094460228,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.184388559569599,0.2896229478300449,No,Both,0.5207011738197268
Male,0,Yes,Yes,-0.4222869631687143,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,-0.22637692917153032,-0.4446518275219277,No,Both,0.5207011738197268
Female,0,No,No,-0.9516141092828962,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.1748648795237389,-0.7718760244742697,No,Both,-0.02051759347843376
Male,0,Yes,Yes,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.5141781703663186,-0.9972383177174163,No,Phone only,-1.102955128074755
Female,0,Yes,No,-0.46300443594672824,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7224417917603717,-0.20779753518123012,Yes,Both,-0.5617363607765944
Male,0,No,No,-0.5444393815027563,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,-0.17320320050284246,-0.5007663106393365,No,Both,-0.02051759347843376
Female,0,Yes,Yes,1.4914342573979436,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.3023677700532506,2.2795033980937207,Yes,Both,1.0619199411178875
Male,1,No,No,-1.2773538915070082,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3181000459005314,-0.99463552329609,Yes,Internet only,-1.102955128074755
Female,0,Yes,No,1.6135866757319857,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),1.3023677700532506,2.328030073745568,No,Both,1.603138708416048
Male,0,Yes,Yes,1.5321517301759575,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),0.1391924554256999,1.1377148351654407,No,Both,0.5207011738197268
Female,0,No,No,1.3692818390639017,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1.2741192266980097,1.9036863527500063,No,Both,1.603138708416048
Female,0,Yes,Yes,-1.0330490548389242,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.3313934780677035,-0.9399547828683948,No,Internet only,-1.102955128074755
Female,1,Yes,Yes,0.5549323835036216,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.5100776476653133,1.1877414262465271,No,Both,1.603138708416048
Male,0,No,No,0.2699100740575237,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.5254791529329005,-0.17596844746958681,Yes,Internet only,1.0619199411178875
Female,0,Yes,Yes,-0.015112235388574289,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.07682581729084523,-0.10331077947086655,No,Both,-0.02051759347843376
Male,0,No,No,-0.34085201761268624,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.8238042120350582,-0.04084371335903416,No,Both,0.5207011738197268
Male,0,Yes,Yes,-1.0737665276169381,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.624402729527478,-0.795036483308106,Yes,Both,-0.02051759347843376
Female,0,No,No,0.1884751285014957,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.4698665805841037,0.3075778178212282,No,Both,1.603138708416048
Male,0,No,Yes,-0.9923315820609102,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.475959552885699,-0.926874638022238,No,Phone only,-1.102955128074755
Female,0,Yes,Yes,1.6135866757319857,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),0.22227640647052496,1.211453324576407,No,Both,0.5207011738197268
Male,1,Yes,No,1.5728692029539715,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),-0.6118864620195186,0.4736493364497544,No,Internet only,1.0619199411178875
Female,0,Yes,No,-0.6665917998367983,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9932954721665015,-0.36111977266122536,No,Both,0.5207011738197268
Female,0,Yes,No,1.0028245840617755,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.4939072515358671,0.22175177465698417,No,Internet only,1.0619199411178875
Male,0,No,No,1.3692818390639017,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),-1.306468292754256,-0.2561256926145015,No,Phone only,-1.102955128074755
Female,1,No,No,-0.6258743270587842,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.8105107798678864,-0.34534860307437504,Yes,Both,0.5207011738197268
Female,0,No,Yes,-0.46300443594672824,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4626661207185272,-0.8062196762878725,No,Phone only,-1.102955128074755
Male,0,Yes,No,1.3692818390639017,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),0.044476751234599064,0.9479093606271931,No,Both,0.5207011738197268
Female,0,Yes,No,-0.6258743270587842,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.3535490491213486,-0.4222633839825528,No,Both,0.5207011738197268
Male,0,No,Yes,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.18904282605259493,-0.9746292983796239,Yes,Both,-1.102955128074755
Male,0,Yes,No,1.0435420568397897,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),-0.14827801518939496,0.5664676324238329,Yes,Both,0.5207011738197268
Female,0,Yes,Yes,-0.9923315820609102,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-1.4526960465931482,-0.9440574927189601,No,Phone only,-1.102955128074755
Male,0,No,No,-0.21869959927864427,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),0.15248588759287163,-0.15547695579660223,No,Both,1.0619199411178875
Male,0,Yes,No,0.06632271016745371,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,0.800540705742507,0.3178566500274832,No,Both,-0.02051759347843376
Male,0,No,No,-0.09654718094460228,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1.0713943861486368,0.32714289114085954,No,Both,0.5207011738197268
Male,0,No,No,0.02560523738943971,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.05444682535997845,-0.015146632843396918,No,Both,0.5207011738197268
Male,0,No,Yes,-1.2773538915070082,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.3297317990468072,-0.9947899263549822,Yes,Internet only,-1.102955128074755
Male,0,Yes,Yes,-0.7480267453928262,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,0.14750085053018241,-0.5889745724264894,No,Both,0.5207011738197268
Female,0,No,Yes,-0.6665917998367983,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),0.48980672883486154,-0.4480045796578735,No,Both,-0.5617363607765944
Female,0,No,No,0.6770848018376636,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1.1926969546740815,1.163764836958546,No,Both,1.0619199411178875
Male,0,Yes,Yes,-0.5444393815027563,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,1.2807659427815958,-0.11780260942689541,Yes,Both,1.0619199411178875
Female,0,Yes,Yes,1.5321517301759575,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),0.4964534449184476,1.527957537725659,No,Both,1.603138708416048
Female,0,Yes,Yes,-0.015112235388574289,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),-0.11172107672967188,-0.1831151033383133,No,Both,0.5207011738197268
Female,0,No,No,-0.5851568542807702,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16744099878094024,-0.46677558010320164,No,Both,-1.102955128074755
Male,0,No,No,0.1884751285014957,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,-0.8046412284435128,-0.3921327299187241,No,Internet only,0.5207011738197268
Female,0,No,No,-1.1552014731729663,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.36185744422583116,-0.8723262430735934,No,Both,-1.102955128074755
Female,0,Yes,No,-0.6665917998367983,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.8620228295156779,-0.39916909788824184,No,Both,0.5207011738197268
Male,0,Yes,No,-0.6258743270587842,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5230403092527915,-0.41593285856797085,No,Both,-0.5617363607765944
Female,0,No,Yes,-0.5444393815027563,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,-0.1383079410640158,-0.4331818860042184,No,Both,0.5207011738197268
Male,0,Yes,No,1.1249770023958177,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),1.2093137448830467,1.6709347702598738,No,Both,0.5207011738197268
Male,0,Yes,Yes,0.7585197473936917,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,-1.323085082963221,-0.4665108891451007,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-0.17798212650063028,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),-1.4776212319065958,-0.7904485067010222,No,Phone only,-1.102955128074755
Male,0,No,No,0.4327799651695797,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,-0.15824808931477388,0.11858847373712551,No,Both,-0.02051759347843376
Male,0,Yes,No,0.39206249239156565,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,-1.479282910927492,-0.6371262692210269,No,Phone only,-1.102955128074755
Male,0,No,No,-1.1959189459509803,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.45657314841693153,-0.8989276843627423,Yes,Both,-0.5617363607765944
Female,0,No,No,-1.2773538915070082,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6650601906882067,-0.9859668944182827,No,Both,-1.102955128074755
Female,0,No,No,-1.1959189459509803,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4925763430946641,-0.9775850140784181,Yes,Phone only,-1.102955128074755
Female,0,No,No,1.2471294207298596,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),1.1046279665665668,1.7375707189617968,No,Both,1.0619199411178875
Male,1,No,No,-1.1959189459509803,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.5031001610020337,-0.890611976762403,Yes,Both,-0.5617363607765944
Male,0,Yes,No,1.4507167846199296,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1.4269936966204881,2.223918296892514,No,Both,1.603138708416048
Female,1,No,No,-0.09654718094460228,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.161125053277048,0.3033427624916125,Yes,Both,0.5207011738197268
Female,0,No,No,1.1249770023958177,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,1.3272929553666981,1.788457555656711,No,Both,1.0619199411178875
Male,0,No,No,-0.7073092726148122,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),-0.20477510189987586,-0.5911582728308226,Yes,Both,-0.02051759347843376
Male,1,No,No,0.5142149107256077,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.968370286853054,0.8472385662294522,No,Both,-0.02051759347843376
Female,0,Yes,No,1.5321517301759575,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7207801127394753,1.619231803110815,No,Both,2.1443574757142088
Male,0,Yes,No,-0.9108966365048822,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1.121244756775532,-0.5479033587611534,Yes,Both,0.5207011738197268
Male,0,No,No,-1.1552014731729663,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.5075314542827327,-0.9645048692322612,No,Phone only,-1.102955128074755
Female,0,No,No,-1.2773538915070082,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-0.47562878230600547,-0.9834523303163234,Yes,Both,-0.5617363607765944
Female,0,Yes,No,1.4507167846199296,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),-1.323085082963221,-0.29329271464784806,No,Phone only,-1.102955128074755
Male,0,Yes,Yes,-0.4222869631687143,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.34025561695417644,-0.31135787253824027,No,Both,-0.5617363607765944
Male,0,Yes,Yes,0.2291926012795097,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.9932954721665015,0.5931573040323489,Yes,Both,0.5207011738197268
Female,0,No,No,-1.2773538915070082,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1.1794035225069095,-0.9614829807939416,Yes,Both,0.5207011738197268
Male,0,Yes,No,-0.5851568542807702,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,0.4466030742915526,-0.3577670205252796,No,Both,-0.02051759347843376
Male,0,No,No,-0.1372646537226163,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.9783403609784329,0.14463847553023063,No,Both,0.5207011738197268
Female,0,No,No,-0.6665917998367983,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7872472735753353,-0.3783467425176312,Yes,Both,-0.02051759347843376
Male,0,No,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.16910267780183663,-0.9748939893377249,Yes,Both,-1.102955128074755
Male,0,No,No,-0.8294616909488542,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),0.5629206057543077,-0.6269356673341391,Yes,Both,-0.02051759347843376
Male,0,No,No,-0.055829708166588284,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,-0.4889222144731777,-0.3336580857582482,No,Internet only,0.5207011738197268
Male,0,No,No,-1.1552014731729663,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.5031001610020337,-0.8626429655230657,Yes,Both,-0.5617363607765944
Female,0,Yes,No,0.6363673290596497,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,0.15913260367645773,0.5099119977095892,No,Both,0.5207011738197268
Female,0,No,No,-0.7073092726148122,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.3081299717751527,-0.8294242502813921,Yes,Phone only,-1.102955128074755
Male,0,No,No,0.7178022746156777,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.8420826812649196,1.001288703844225,No,Both,1.0619199411178875
Male,0,No,No,-1.0330490548389242,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.6683835487299997,-0.8634370383973686,No,Both,-1.102955128074755
Male,1,Yes,No,0.3513450196135517,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6310494456110641,0.4384233814424817,Yes,Both,-0.02051759347843376
Male,0,Yes,Yes,1.4507167846199296,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),0.5180552721901018,1.365547577350863,No,Both,-0.02051759347843376
Female,1,Yes,No,-0.25941707205665826,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.1079513246083597,0.10189088579692158,No,Both,0.5207011738197268
Male,0,No,No,1.0028245840617755,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),-0.37925139909400846,0.357472063423264,No,Internet only,1.0619199411178875
Female,0,No,No,-1.1959189459509803,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.5025464172200433,-0.9787761233898725,No,Phone only,-1.102955128074755
Female,0,No,No,-1.2773538915070082,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.4576810836558376,-0.9964883600027967,Yes,Phone only,-1.102955128074755
Male,0,Yes,Yes,-0.5444393815027563,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),-0.5254791529329005,-0.5841439624411465,No,Both,-0.5617363607765944
Female,0,No,No,-1.1959189459509803,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.3510028557387679,-0.9437707441810174,No,Both,-0.5617363607765944
Female,0,No,No,1.0842595296178037,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,-1.339701873172186,-0.347024979142348,No,Phone only,-1.102955128074755
Female,0,Yes,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.15414756661376852,-0.9750925075563005,Yes,Both,-1.102955128074755
Male,0,Yes,No,0.39206249239156565,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),-0.8179346606106848,-0.28837387434313816,No,Internet only,-0.02051759347843376
Female,0,No,No,-1.0330490548389242,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.3369322589123836,-0.7669792417494015,Yes,Both,-1.102955128074755
Male,0,Yes,No,1.4099993118419156,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),-1.3014832556915665,-0.21829694318590248,No,Phone only,-1.102955128074755
Male,0,No,No,-1.2773538915070082,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.18571946801080166,-0.9746734135393074,No,Both,-1.102955128074755
Male,0,Yes,No,1.3692818390639017,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.8952564099336079,1.674684558832971,No,Both,2.1443574757142088
Female,0,No,No,1.1656944751738316,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,0.8121724588887829,1.420890045173811,No,Both,-0.02051759347843376
